title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
"Marine Debris Research, Prevention, and Reduction Act","This data represents geographic terms used within the Marine Debris Research, Prevention, and Reduction Act. The Marine Debris Research, Prevention, and Reduction Act legally establishes the National Oceanic and Atmospheric Administration’s (NOAA) Marine Debris Program.  The mission of the NOAA Marine Debris Program is to use research, prevention, and reduction activities to investigate and solve problems that stem from marine debris, in order to protect and conserve our Nation’s marine environment and ensure navigation safety.  The Act outlines three central program components for the MDP to undertake: 1) mapping, identification, impact assessment, removal, and prevention; 2) reducing and preventing gear loss; and 3) outreach. When investigating geo-regulatory boundaries near the boundary edges, users should consult the most up-to-date applicable jurisdictional boundaries from all respective authoritative sources.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/MarineDebrisResearchPreventionAndReductionAct.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/MarineDebrisResearchPreventionandReductionAct.xml&f=html,1
Marine Mammal High Frequency Sound Sensitivity Abundance,"This layer provides access to a marine mammal group abundance map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. This layer represents species that are sensitive to high sound frequencies these range between 200 hertz and 180 kilohertz (Southall et al. 2008). For high frequency sensitive cetacean species together, total abundance maps are calculated in a GIS by stacking each individual species’ predicted annual abundance layers and summing the values of the cells. The result is the total predicted abundance of all individuals of the included species in that cell. The legend for this map shows the predicted animals per 100 square kilometers.

The species included in the High Frequency Sound Sensitivity Abundance layer are: Dwarf sperm whale; Harbor porpoise; Pygmy sperm whale. Increasing ship traffic, construction, mining, and military activities all generate background and/or acute noise events that can disrupt the animal’s ability to communicate with each other, to hear predators or prey, or in general cause them to avoid an area they otherwise would occupy or pass through. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_MammalModels_SummaryProducts_v1_1.zip,1,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Summary_Products_v1_1_2016_08_29_Metadata.pdf,1
Marine Mammal Low Frequency Sound Sensitivity Abundance,"This layer provides access to a marine mammal group abundance map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. This layer represents species that are sensitive to low sound frequencies that range between 7 hertz to 22 kilohertz (Southall et al. 2008) . For low frequency sensitive cetacean species together, total abundance maps are calculated in a GIS by stacking each individual species’ predicted annual abundance layers and summing the values of the cells. The result is the total predicted abundance of all individuals of the included species in that cell. The legend for this map shows the predicted animals per 100 square kilometers.

The species included in the Low Frequency Sound Sensitivity Abundance layer are: Blue whale; Bryde's whale; Fin whale; Humpback whale; Minke whale; North Atlantic right whale; Sei whale. Increasing ship traffic, construction, mining, and military activities all generate background and/or acute noise events that can disrupt the animal’s ability to communicate with each other, to hear predators or prey, or in general cause them to avoid an area they otherwise would occupy or pass through. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_MammalModels_SummaryProducts_v1_1.zip,1,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Summary_Products_v1_1_2016_08_29_Metadata.pdf,1
Marine Mammal Medium Frequency Sound Sensitivity Abundance,"This layer provides access to a marine mammal group abundance map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. This layer represents species that are sensitive to medium sound frequencies that range between 150 hertz to 160 kilohertz (Southall et al. 2008). For medium frequency sensitive cetacean species together, total abundance maps are calculated in a GIS by stacking each individual species’ predicted annual abundance layers and summing the values of the cells. The result is the total predicted abundance of all individuals of the included species in that cell. The legend for this map shows the predicted animals per 100 square kilometers.

The species included in the Medium Frequency Sound Sensitivity Abundance layer are: Atlantic spotted dolphin; Atlantic white-sided dolphin; Blainville's beaked whale; Bottlenose dolphin; Clymene dolphin; Cuvier's beaked whale; False killer whale; Fraser's dolphin; Gervais' beaked whale; Killer whale; Long-finned pilot whale; Melon-headed whale; Northern bottlenose whale; Pantropical spotted dolphin; Risso's dolphin; Rough-toothed dolphin; Short-beaked common dolphin; Short-finned pilot whale; Sowerby's beaked whale; Sperm whale; Spinner dolphin; Striped dolphin; True's beaked whale; White-beaked dolphin. Increasing ship traffic, construction, mining, and military activities all generate background and/or acute noise events that can disrupt the animal’s ability to communicate with each other, to hear predators or prey, or in general cause them to avoid an area they otherwise would occupy or pass through. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_MammalModels_SummaryProducts_v1_1.zip,1,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Summary_Products_v1_1_2016_08_29_Metadata.pdf,1
Marine Mammal Protection Act,"This data represents geographic terms used within the Marine Mammal Protection Act (MMPA or Act). The MMPA prohibits, with certain exceptions, the ""take"" of marine mammals in U.S. waters and by U.S. citizens on the high seas, and the importation of marine mammals and marine mammal products into the U.S.  The MMPA gives the Secretary of Commerce, working through the National Oceanic and Atmospheric Administration’s National Marine Fisheries Service, authority and duties under the Act for all Cetaceans (whales, dolphins, and porpoises) and Pinnipeds (seals and sea lions, except walruses), and gives authority for other species of marine mammals to the Secretary of the Interior, working through the U.S. Fish & Wildlife Service.  The Secretaries are also required to prepare and periodically revise stock assessments of marine mammal stocks (section 117).  In addition, the Secretary of Commerce must publish in the Federal Register and revise at least annually a list of commercial fisheries that categorizes the fisheries based on the incidence of serious injury and mortality of marine mammals (section 118(c)). When investigating geo-regulatory boundaries near the boundary edges, users should consult the most up-to-date applicable jurisdictional boundaries from all respective authoritative sources.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/MarineMammalProtectionAct.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/MarineCadastre/no_harvest/MarineMammalProtectionAct.xml&f=html,1
Marine Mammal Species Richness,"This layer provides access to the marine mammal species richness map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. For all cetacean species together, total richness maps are calculated in a GIS by stacking each individual species’ predicted presence and counting the total number of species present in each cell. A species is considered present in a cell if the model predicts density above a certain very low density threshold. That threshold is determined by defining the smallest area holding 95% of the total predicted abundance for the species.

The summary map products provide a means to distill multiple layers and time periods into simplified maps and build a general understanding of the ecological richness or abundance in a particular area. Development of these maps required decisions and thresholds that are explained in the Metadata and Publication links. These decisions were made after conducting research, testing of several options, and incorporating feedback from expert work group members. Understanding these decisions and thresholds is crucial to proper interpretation of these map products. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_MammalModels_SummaryProducts_v1_1.zip,1,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Summary_Products_v1_1_2016_08_29_Metadata.pdf,1
Marine Mammal Total Abundance,"This layer provides access to the marine mammal total abundance map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. For all cetacean species together, total abundance maps are calculated in a GIS by stacking each individual species’ predicted annual abundance layers and summing the values of the cells. The result is the annual total predicted abundance of all individuals of the included species in that cell. A list of included species is found in the Publication link. The legend for this map shows the predicted animals per 100 square kilometers.

The summary map products provide a means to distill multiple layers and time periods into simplified maps and build a general understanding of the ecological abundance in a particular area. Development of these maps required decisions and thresholds that are explained in the Metadata and Publication links. These decisions were made after conducting research, testing of several options, and incorporating feedback from expert work group members. Understanding these decisions and thresholds is crucial to proper interpretation of these map products. Note: this raster layer is not compatible with ArcGIS Online.",Marine-Life Data and Analysis Team,http://seamap.env.duke.edu/models/mdat/,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_MammalModels_SummaryProducts_v1_1.zip,1,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Summary_Products_v1_1_2016_08_29_Metadata.pdf,1
Marine Minerals Significant Sand Resource Blocks,"This layer contains OCS block outlines and delineated polygons, for the BOEM Gulf of Mexico Region, containing sediment resources and areas of disposal. Coastal restoration, beach nourishment, and levee reconstruction are crucial to mitigate future coastal erosion, land loss, flooding, and storm damage. Success of that long-term effort depends on locating and securing significant quantities of OCS sediment resources compatible with the target environments being restored. Offshore sand resources are extremely scarce where most needed. Vast areas of these relatively small offshore sand resources are not extractable because of the presence of oil and gas infrastructure, archaeologically or biologically sensitive areas. BOEM, through its Marine Minerals Program, is implementing several measures to help safeguard the most significant OCS sediment resources, reduce multiple use conflicts, and minimize interference with oil and gas operations under existing leases or rights-of-way. BOEM is responsible for managing sand leasing within federal offshore waters only. Sand leases and resources within State waters are not available through this data layer.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/GOMR-Lease-Block-GIS/,1,http://metadata.boem.gov/geospatial/GOMR_SigSandResourceBlocks.xml,1
Marine Place Names,This data set contains the geographic place names for features in the U.S territorial waters and outer continental shelf. These names can be used to find or define a general location. The primary sources for this dataset include the NOAA Electronic Navigational Charts. Different marine place names are displayed depending on the scale you are zoomed into on the map.,MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/MarinePlaceNames.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/MarinePlaceNames.xml&f=html,1
MPA Inventory - MPAs by Fishing Restriction,"The MPA's with Fishing Restrictions layer is derived from The Marine Protected Areas Center MPA Inventory which is a comprehensive catalog that provides detailed information for existing marine protected areas in the United States.  This derived layer shows the MPA Inventory polygons symbolized by the commercial or recreational fishing prohibition or restriction based on individual state or federal laws.  This layer is NOT exhaustive and only reflects areas that qualify as a Marine Protected Area as determined by NOAA's Marine Protected Areas Center.  A comprehensive data layer depicting all areas where fishing is restricted or prohibited is not known to be available but the user is encouraged to consult the EFH Areas Protected from Fishing data set available on MarineCadastre.gov for additional information.  Users are encouraged to use the ID tool to investigate each individual polygon that is of interest as many different types of restrictions and prohibitions may apply for a single area, and areas may be fishery, gear, or seasonally dependent.",NOAA National MPA Center,http://marineprotectedareas.noaa.gov/,http://marineprotectedareas.noaa.gov/pdf/helpful-resources/inventory/mpa_inventory_2014_public_shp.zip,1,http://marineprotectedareas.noaa.gov/pdf/helpful-resources/inventory/mpa_inventory_2014_metadata.pdf,1
MPA Inventory - MPAs by Government Level,"This layer is based on an inventory compiled by the NOAA Marine Protected Areas (MPA) Center and contains federal, state, and territorial MPA sites existing in the United States symbolized by the type government responsible for each site. This layer includes NOAA’s protected areas, the National Marine Sanctuaries and National Estuarine Research Reserves. The inventory provides geospatial boundary information and classification attributes for the conservation objectives, protection level, governance, and related management criteria for each site. A small number of MPAs in the complete inventory cover very large areas based on a given fishing restriction alone. Those polygons were excluded from this layer to increase usability and are included in the MPA Inventory - MPAs by Fishing Restrictions layer.",NOAA National MPA Center,http://marineprotectedareas.noaa.gov/,http://marineprotectedareas.noaa.gov/pdf/helpful-resources/inventory/mpa_inventory_2014_public_shp.zip,1,http://marineprotectedareas.noaa.gov/pdf/helpful-resources/inventory/mpa_inventory_2014_metadata.pdf,1
NASCA Submarine Cables,These data show the locations of in-service and out-of-service submarine cables that are owned by members of NASCA and located in U.S. territorial waters. More information on the cables can be found in the “Source Info” under the Uses and Metadata link. Other cables may exist in U.S. waters that are owned by non-NASCA members; those may be found in the “NOAA Charted Submarine Cables” dataset. Cable locations within 100 meters of land were removed from the dataset at the request of NASCA. Data shown here are not available for download at the request of the owners. Additional information can be found at http://www.n-a-s-c-a.org/; those requiring more detailed submarine telecom cable charting information are requested to submit any requests for information to CableCharts@n-a-s-c-a.org.,MarineCadastre.gov,http://www.marinecadastre.gov/,,0,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/NASCASubmarineCables.xml&f=html,1
National Environmental Policy Act,"This data represents geographic terms used within the National Environmental Policy Act (NEPA). NEPA was the first major environmental law in the United States and established national environmental policies for the country.  NEPA mandates federal agencies to consider the impacts of their activities—including the issuance of federal permits, Federal funding, and other federal agency actions—on the environment, and to ensure that information about these environmental impacts is available to the public before final decisions are made.  The Council on Environmental Quality (CEQ) promulgates regulations that require agencies to create their own NEPA implementing procedures.  These procedures must meet the CEQ standard while reflecting each agency’s unique mandate and mission.  Consequently, NEPA procedures vary from agency to agency. When investigating geo-regulatory boundaries near the boundary edges, users should consult the most up-to-date applicable jurisdictional boundaries from all respective authoritative sources.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/NationalEnvironmentalPolicyAct.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/NationalEnvironmentalPolicyAct.xml&f=html,1
National Marine Fisheries Service Regions,Regions of the National Marine Fisheries Service.,NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,https://coast.noaa.gov/htdata/CMSP/FederalGeoregulations/NationalMarineFisheriesServiceRegions.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/MarineCadastre/no_harvest/NationalMarineFisheriesServiceRegions.xml&f=html,1
National Park Service Regions,"The National Park Service is a bureau within the United States Department of the Interior. The organization consists of a headquarters office, seven regional offices and multiple park and support units.",U.S. National Park Service,http://www.nps.gov/index.htm,ftp://ftp.coast.noaa.gov/pub/MSP/NationalParkServiceRegions.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/MarineCadastre/no_harvest/NationalParkServiceRegions.xml&f=html,1
National Seafloor Geology (GLORIA),"In 1984, the U.S. Geological Survey (USGS) began a program to map deep water portions of the Exclusive Economic Zone (EEZ) by selecting the long-range side scan sonar system GLORIA (Geological Long-Range Inclined ASDIC).
The USGS selected side-scan sonar as the mapping tool because it could be used to obtain information on geologic processes. The intensity of back-scattered sound from the seafloor is a function of the gradient or slope of the seafloor, surface roughness, and sediment characteristics such as texture.  The darkness or brightness of a feature or an area on the sonographs and completed mosaics is therefore a function of how much sound is reflected from the seafloor. The recorded digital data are processed and used to construct digital maps of the seafloor.",U.S. Geological Survey,http://www.usgs.gov/,http://coastalmap.marine.usgs.gov/GISdata/regional/eastcoast/gloria/shapes/gloria_interp/interp.zip|http://pubs.usgs.gov/openfile/of00-019/data/geology/geology.zip|http://pubs.usgs.gov/sim/2004/2824/SIM2824_data.zip|ftp://ftp.coast.noaa.gov/pub/MSP/NationalSeafloorGeologyGLORIA.zip|http://coastalmap.marine.usgs.gov/GISdata/regional/westcoast/gloria/shapes/gloria_interp/west.zip,5,http://coastalmap.marine.usgs.gov/GISdata/regional/eastcoast/gloria/shapes/gloria_interp/interp.htm|http://coastalmap.marine.usgs.gov/GISdata/regional/westcoast/gloria/shapes/gloria_interp/west.html|http://pubs.usgs.gov/of/2000/of00-019/htmldocs/metadata/geology.htm|http://pubs.usgs.gov/sim/2004/2824/geo_poly_metadata.txt|https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/MarineCadastre/no_harvest/NationalSeafloorGeologyGLORIA.xml&f=html,5
National Seafloor Sediment (usSEABED),"The usSEABED database contains data for the entire U.S. Exclusive Economic Zone and is an ongoing task of the Marine Aggregates Resources and Processes and National Benthic Habitats Studies (Pacific) projects, USGS Coastal and Marine Geology teams in Santa Cruz, CA, Woods Hole, MA, and St. Petersburg, FL, and the University of Colorado. 
This data layer is a point coverage of known sediment samplings, inspections and probings from the usSEABED data collection and integrated using the software system dbSEABED. This data layer represents the extracted (EXT) output of the dbSEABED mining software. The EXT data is usually based on instrumental analyses (probe or laboratory) but may apply to just a subsample of the sediment (eg. No large shells).",U.S. Geological Survey,http://www.usgs.gov/,http://pubs.usgs.gov/ds/2005/118/data/atl_ext.zip|http://pubs.usgs.gov/ds/2006/146/data/gmx_ext.zip|ftp://ftp.coast.noaa.gov/pub/MSP/NationalSeafloorSedimentUSSEABED.zip|http://pubs.usgs.gov/ds/2006/182/data/pac_ext.zip,4,http://pubs.usgs.gov/ds/2005/118/data/atl_extmeta.htm|http://pubs.usgs.gov/ds/2006/146/data/gmx_extmeta.htm|http://pubs.usgs.gov/ds/2006/182/data/metadata_pac_ext.html|https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/MarineCadastre/no_harvest/NationalSeafloorSedimentUSSEABED.xml&f=html,4
NOAA Charted Submarine Cables,"These data depict the occurrence of submarine cables in and around U.S. navigable waters. The geographic extent of these data is greater than the “NASCA Submarine Cables” dataset. The purpose of these data products are to support coastal planning at the regional and national scale. These data are derived from 2010 NOAA Electronic Navigational Charts (ENCs) and 2009 NOAA Raster Navigational Charts (RNCs). Abandoned cables, or cables that have been removed may appear within this data set. Features defined as cables were compiled from the original sources, exclusive of those features noted as 'cable areas'.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/SubmarineCables.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/NOAAChartedSubmarineCables.xml&f=html,1
NOAA NOS Hydrographic Survey Data,"Bathymetric Attributed Grid (BAG) is a non-proprietary file format for storing and exchanging bathymetric data developed by the Open Navigation Surface Working Group. BAG files are gridded, multi-dimensional bathymetric data files and are the standard NOS hydrographic data file for public release. Current versions of the BAG file contain position and depth grid data, as well as position and uncertainty grid data, and the metadata specific to that BAG file, providing end users information about the source and contents of the BAG file.
WARNING: These data not to be used for navigation. Although these data are of high quality and useful for planning and modeling purposes, they are not suitable for navigation. For official navigation products, please refer to the U.S. nautical charts available from the NOAA Office of Coast Survey. http://www.nauticalcharts.noaa.gov",NOAA National Geophysical Data Center,http://ngdc.noaa.gov/,http://maps.ngdc.noaa.gov/viewers/bathymetry/,1,http://www.ngdc.noaa.gov/docucomp/page?xml=NOAA/NESDIS/NGDC/Collection/iso/xml/NOS_Hydrographic_Survey_Collection.xml&view=xml2text/xml-to-text-ISO,1
Non-Framing Scleractinia,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Includes all Scleractinians not included in Group 5, except Oculina spp., and unidentified Scleractinians.",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/NonFramingScleractinia.xml&f=html,1
Non-Gorgonian Alcyonacea,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborders: Alcyoniina, Stolonifera",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/NonGorgonianAlcyonacea.xml&f=html,1
North Atlantic Right Whale Seasonal Management Areas,"These data represent seasonal management area locations where regulations implement speed restrictions in shipping areas at certain times of the year along the coast of the U.S. Atlantic seaboard. The purpose of the regulations is to reduce the likelihood of deaths and serious injuries to endangered North Atlantic right whales that result from collisions with ships (designated by 73 Federal Register 60173, October 10, 2008, Rules and Regulations). The sunset clause for this rule was removed, December 9, 2013 (78 Federal Register 73726).",NOAA National Marine Fisheries Service,http://www.nmfs.noaa.gov/,http://sero.nmfs.noaa.gov/maps_gis_data/protected_resources/management_areas/geodata/right_whale_sma_all.zip,1,http://sero.nmfs.noaa.gov/maps_gis_data/protected_resources/management_areas/geodata/right_whale_sma_all_po.htm,1
"North Atlantic Right Whale, December Abundance","This layer provides access to an individual marine mammal species map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. Mammal abundance products are available monthly (or annually for different species) and show predicted abundances of animals for the given time period.

The North Atlantic Right Whale is the most endangered species of large whale in the Atlantic, with a population of approximately 500 individuals. A large portion of the population maintains a coastal/continental shelf distribution, and this distribution overlaps with currently identified renewable energy development sites. Both December and June abundance layers are provided to highlight the distinct migration patterns of this species, which exhibits four different seasonal distributions. The legend for this map shows the predicted animals per 100 square kilometers.

Additional individual species models are found in the Map Service link under MDAT/Mammal_Abundance. There are also folders for 95% and 5% Confidence Interval, Coefficient of Variation, and Standard Error. View Source Info link to download individual species models with supporting statistical measures of model uncertainty and documentation. Note: this raster layer is not compatible with ArcGIS Online.",Duke University Marine Geospatial Ecology Lab,http://mgel.env.duke.edu/,http://seamap.env.duke.edu/models/Duke-EC-GOM-2015/results/EC_North_Atlantic_right_whale.zip,1,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Model_v1_0_2016_05_20_Metadata.pdf,1
"North Atlantic Right Whale, June Abundance","This layer provides access to an individual marine mammal species map made available by the Marine-life Data and Analysis Team (MDAT) led by the Duke University Marine Geospatial Ecology Lab, and including NOAA National Centers for Coastal Ocean Science, NOAA Northeast Fisheries Science Center, and Loyola University Chicago. Mammal abundance products are available monthly (or annually for different species) and show predicted abundances of animals for the given time period.

The North Atlantic Right Whale is the most endangered species of large whale in the Atlantic, with a population of approximately 500 individuals. A large portion of the population maintains a coastal/continental shelf distribution, and this distribution overlaps with currently identified renewable energy development sites. Both December and June abundance layers are provided to highlight the distinct migration patterns of this species, which exhibits four different seasonal distributions. The legend for this map shows the predicted animals per 100 square kilometers.

Additional individual species models are found in the Map Service link under MDAT/Mammal_Abundance. There are also folders for 95% and 5% Confidence Interval, Coefficient of Variation, and Standard Error. View Source Info link to download individual species models with supporting statistical measures of model uncertainty and documentation. Note: this raster layer is not compatible with ArcGIS Online.",Duke University Marine Geospatial Ecology Lab,http://mgel.env.duke.edu/,http://seamap.env.duke.edu/models/Duke-EC-GOM-2015/results/EC_North_Atlantic_right_whale.zip,1,http://seamap.env.duke.edu/models/mdat/Mammal/MDAT_Mammal_Model_v1_0_2016_05_20_Metadata.pdf,1
Ocean Current Resource Potential: Mean Power Density,"Ocean surface currents are the continuous flow of water driven by wind, gravity, and density gradients in the ocean.  This data depicts ocean surface current mean power density within U.S. waters. Ocean currents vary greatly in terms of their dominating driving forces, spatial locations, and temporal and spatial scales. Due to this vast and complex nature of the ocean, there is presently no deterministic method for observing or predicting the entire range of ocean currents. Therefore, this study relies on numerical model data because of its high resolution both temporally and spatially as well as its statistically significant duration (~ 7 years).  Measurements consisting of observational drifter data are available all over the ocean with adequate temporal resolution, and therefore are used to validate model data and to select the optimal model for regions where several are available.  Mean surface current power density is measured in watts per meter squared (W/m2).",DOE Office of Energy Efficiency and Renewable Energy,http://energy.gov/eere/office-energy-efficiency-renewable-energy,http://geospatial.gatech.edu/Resources/us_oc_mp.zip,1,https://www.google.com/url?q=https%3A%2F%2Fenergy.gov%2Fsites%2Fprod%2Ffiles%2F2013%2F12%2Ff5%2Fenergy_production_ocean_currents_us_0.pdf&sa=D&sntz=1&usg=AFQjCNFmp4XuZH9onEzgVSPAjlKWaKwe9w,1
Ocean Current Resource Potential: Mean Speed,"Ocean surface currents are the continuous flow of water driven by wind, gravity, and density gradients in the ocean.  This data depicts ocean surface current mean speed within U.S. waters. Ocean currents vary greatly in terms of their dominating driving forces, spatial locations, and temporal and spatial scales. Due to this vast and complex nature of the ocean, there is presently no deterministic method for observing or predicting the entire range of ocean currents. Therefore, this study relies on numerical model data because of its high resolution both temporally and spatially as well as its statistically significant duration (~ 7 years).  Measurements consisting of observational drifter data are available all over the ocean with adequate temporal resolution, and therefore are used to validate model data and to select the optimal model for regions where several are available.  Mean current speed is measured in meters per second (m/s).",DOE Office of Energy Efficiency and Renewable Energy,http://energy.gov/eere/office-energy-efficiency-renewable-energy,http://geospatial.gatech.edu/Resources/us_oc_ms.zip,1,https://www.google.com/url?q=https%3A%2F%2Fenergy.gov%2Fsites%2Fprod%2Ffiles%2F2013%2F12%2Ff5%2Fenergy_production_ocean_currents_us_0.pdf&sa=D&sntz=1&usg=AFQjCNFmp4XuZH9onEzgVSPAjlKWaKwe9w,1
Ocean Disposal Sites,"In 1972, Congress enacted the Marine Protection, Research, and Sanctuaries Act (MPRSA, also known as the Ocean Dumping Act) to prohibit the dumping of material into the ocean that would unreasonably degrade or endanger human health or the marine environment. Virtually all material ocean dumped today is dredged material (sediments) removed from the bottom of waterbodies in order to maintain navigation channels and berthing areas. Other materials that are currently ocean disposed include fish wastes, human remains, and vessels. Ocean dumping cannot occur unless a permit is issued under the MPRSA. In the case of dredged material, the decision to issue a permit is made by the U.S. Army Corps of Engineers, using EPA's environmental criteria and subject to EPA's concurrence. For all other materials, EPA is the permitting agency. EPA is also responsible for designating recommended ocean dumping sites for all types of materials. Disposal sites with a status of “Available” are available for use and these include all selected and designated sites. Sites with a status of “Discontinued” include all discontinued, historical, or terminated sites. The site with a status of “prohibited” are not available for use, dumping is prohibited. Finally, when the source information did not explicitly state the status of a site, the status was listed as “unknown”.",MarineCadastre.gov,http://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/OceanDisposalSites.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/OceanDisposalSites.xml&f=html,1
